id,image_url,final_text,Hateul vs. Not-Hateul,Hateful Fine grained,Not Hateful Fine grained
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/9fb0ce29bc85b802e74e354fe2ead3ce.jpg,Image,المصور مطلوب حالا اللقطه ناااار,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/39838a25517ca89438fd10ca6e141b97.jpg,Image,"-لما التجار رافعين الأسعار بالشكل ده أومال جهاز حماية المستهلك بيحمينا من إيه !!!  
= بيحمينا من شرور أنفسنا ومن سيئات أعمالنا",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69313281753218775/21c00d261cef57d6d8a68a204ce6163e.jpg,Image,"لما يكون امك، وأم امك ،وميتين امك راضين عنك
",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_361413938847052075/f9a5a085e2ac0e95392d126e39b12976.jpg,Image,"هو ده حر بجد

ولا مصر دخلت النار",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_361413938847052075/cc1f5834aeb8434c06184a7aae8b827e.jpg,Image,ومعانا جماعة الإخوان هتحكم مصر 500 سنة,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_384283780715921583/5e7baa6a5642feb18891fd7b880f7831.jpg,Image,"لما افتح جروب الدفعه والاقيهم بيتناقشو في المنهج وحاجات غريبه كده معرفهاش
 انا : -

العلام حلو برضه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_384283780715921583/a6b7cdbc7a3587f9e0c4cc59f8eca832.jpg,Image,"يا فندم معاذ الله ما يئست

لكنها والله والله والله أيام ثقال",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_384283780715921583/c0649e7457917ba586c3816a674e7e2d.jpg,Image,"* روحي اقعدي مع عريسك ومتحسسهوش انك مجنونة * 
-حاضر
-شوف بقى هتتجوز عليا، هتجوز عليك .",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_864409722250727930/eda9c2ec4f338f452d8f719bd0e7aa32.jpg,Image,"ارهابيين 

اسف اعتقدت انكم مسلمين",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/a9dbe54bd538e3842eee35a2faddadfe.jpg,Image,"مزجان
ث1 وث4 عالم
قجانا آ2 58
48874
قاخ حود3",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/e77d804e9dcef607eaadff2252b4fcdb.jpg,Image,اده بوستات البطاط دى كلها !,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/b7ba8c64c920102d9f59cc9af31a25f1.jpg,Image,بالله عليكي كيف عل فتي اني حامل,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/9f8a327c8172f4b1b589009224da971a.jpg,Image,"طلع للفصل قبل لطاج9ل عاحي
على فين يا رجوله
Rhalaf ahلuةbم",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/3bc608b8985f178474ee9bfcaf194571.jpg,Image,"واس: العاهل السعودي وولي العهد يقدمان التعازي إلى أسرة خاشقجي

 ربنا يجازي ولاد الحرام عرفتوش مين قتله؟ ",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/dc646ce2dc21716e27fb3d359565a011.jpg,Image,"الحهرباء «تنحد علم المصريين غدا بالإعلدن عن الذسعاد الجديدة
توبت بوك
مته يند عى ومك ياممج",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/ad64bd045a637ba945badbdb76099562.jpg,Image,سيدي القاضب ده ترم 24 حصان والعيال نص حمار ي فرق فالسرعات سيادتك,Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_361413938844108966/cc501fbcaa310e4e87ea65f135980c88.jpg,Image,"نذلنا نصلي الفجد والمؤذن خلاص هيبدا وآذا بشخص جي من ودا بيذعق وبيقول للمؤذن استنا استناا فكلنا استفربنا والمؤذن وقف لقيناه داح للكولدير وداح شادب بسدعه وقاله يلا اتفضل آذن يا شيخنا
ا
1
م
٥",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/9ef3652afca6ce1d3263e9e9a7e92031.jpg,Image,"لنضع المال جانبا ! ما الشيء الذي يجعلك سعبدا ؟
الال الذي وضععه جانباً",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/a5ccfc2357395e63e8f31e4ae831149b.jpg,Image,"لن أتوقف عن مواصلج أحلامى
لخعتور
وهنام أكترعشان أحم أكتر",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/b6c6fed394f164c693696b9a808ccfb2.jpg,Image,"نفكر نعمل فيلم ننشر فيه ثقافتنا وتاريخنا للعالم كله 
 
هو اي دا اللي آعمله Gif؟! تاريخنا! ططب س س سلام",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_image_august13/www.pinterest.com_pin_899031144344763392/c73a96904070689d6c7c0a64f8bbcf28.jpg,Image,اللهم اعني علي عدم قتل عبادك,Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/272063849_919901818719828_2748821190483533556_n.jpg,Image, طب ياعم متزعلش والله ماحد ماسك الدي جي في فرحي غيرك,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/266611396_899608010749209_8939956648149514591_n.jpg,Image,"لما  امشى مشوار٢ كيلو لوحدي
أنا هريحلي حبتنين
 لما امشى لحدود ليبيا  مع شخص بحبه 
 عصير قصب ونكمل ؟",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/275512819_948819499161393_1533905828415032427_n.jpg,Image,"انا لسه كارف لخمس بنات النهارده
ربنا يزيدك بس مش مهتم بالكلام صد قني تعالي نتكلم في حاجه تانيه
اسف شخصيتي خلصت خلاص",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/273944667_935496513827025_6532224404145397888_n.jpg,Image,"لاأريد ان اسمع صوت المؤذن في فرنسا ولن أسمعه إذا اصبحت رئيساً للجمهورية   
مايحتاج من حجم اذانه بيسمع الاذان من مكة  

",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/275641717_948793885830621_5739453179848525256_n.jpg,Image,"
والله لتيجي معانا.. والمصحف لتيجي معانا",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/msr5er/272781181_357812419150071_2471052045131235134_n.jpg,Image,"اخر ماده
وهي شيفاني بتقل عليها",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/174691008_834228017197564_7427951912118918881_n.jpg,Image,رمضان دا ولا كيليان مبابى,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/48207451_316698208950550_2122757688780652544_n.jpg,Image,"الجيش
أهلها
ظروفك المادية
 العلقة للى قاعدة في بيت  ابوها بتتعلف زي البهايم",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/259488912_971509820136049_845155702056018630_n.jpg,Image,"*الورد البلدي *
* كل الورد*",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/MemesYard/66746338_413194665967570_6051357831980908544_n.jpg,Image,لما تتخانق مع حد عالفيس وتلحق تعمله بلوك قبل ما يعملك,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/FeministsPS/273778200_5085537068133417_1195836259560050795_n.jpg,Image,"
شباب اللي لسا ما خطب لا تزوج ينطر شوي بجوز يكون نصيبك من اللاجئات الاوكرانيات",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/people_Islamic-memes/61706529_306573020251300_4879419693951090688_n.jpg,Image,"عندما يصرح أحد المعاقين ذهنيا أن العلمانية أفضل حل لمواجهة الإرهاب والتطرف وأنها جائت لمحاربة التعصب  الديني والصراع بين الأديان

جرائم أتاتورك",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/people_Islamic-memes/60582769_297822517793017_2265872102231900160_n.jpg,Image,"الدول العربية 

تحرير المرأة 

خلع تفكيك افساد اخلاق الحجاب الاسرة المجتمع 

نسوية عربية 
الحركات النسوية الغربية ",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Facebook/images/people_Islamic-memes/60912664_298387497736519_5791322395709014016_n.jpg,Image,عندما تقوم بالتوقف عن استخدام فايسبوك نظرا لسياسة الخصوصية وتقوم باستبداله بموقع تواصل اجتماعي آخر,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/358633143_775873080991391_1317055315854188731_n.jpg,Image,"طيران اليمنية:
*مضيفة الطايرة*
ياعمة مابش متفل؟
خرج من الحمام يفكر فين بينكع الخ** حقة
تخلس مابش تكييف
شل الروتي والعدس ولا خرجت من هانا
خلاص يافندم هات الحاصل
منظر يجي دوره بالأكل عشان يقلها اكلك عسل",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/366388076_792907682621264_1166628603634374703_n.jpg,Image,"اصحاب صعدة اول مادخلوا صنعاء 2015 ومشوا من شارع هائل:
اوووووهوو كوافي نفرين",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/333167796_741107734327422_2040694317839606318_n.jpg,Image,تعزي ياكل عصيد بس بدون وزف,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/348423533_806611524141124_5973351591452827023_n.jpg,Image,"مش معقول
الأسبوع",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/345905736_2548855371920406_3109635058374336300_n.jpg,Image,"خطباء مساجد صنعاء وهم يشوفو مواضيع يتكلمو بها في خطبه الجمعة :
",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/332777439_526380509525553_4132415149195760650_n.jpg,Image,"طول اليوم فاضي منتظر صاحب الوايت
 اول ماتكون مشغول والا مخزن وتتابع مباراة قوية:
انا تحت البيت يا غالي",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/340615561_779389716655105_7049013264407594102_n.jpg,Image,*الشعب اليمني*,Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/330648710_1854414661599003_8619194845860745195_n.jpg,Image,"العالم 
تركيا
سوريا
اليمن",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/340990866_530820245918647_3582902102615553910_n.jpg,Image,امام مسجد حارتكم وهو رايح يأذن فجر اول الناس:,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/334813250_737439111355954_4650261917439837929_n.jpg,Image,"""رحلتي التي لا تنتهي""
للبحث عن مدرسة مابش فيها أستاذ من تعز",Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/358014381_774409841137715_3066548320920174042_n.jpg,Image,"الامهات ع ابواب البيوت:
هيا ادخلي نجلس قليل ي ام علي
والله مستعجله زوجي وعيالي مراعين افعل لهم غداء",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/salsamemers/333459897_770731887740498_4264910067478744653_n.jpg,Image,"""ماعتمشيش هذي غيرها لي هيا ",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/arabic.memes.offiiciel/106478336_106560027786358_5582631969684395853_n.jpg,Image,"أكثر علمين ما لهم أي أهمية في الحياة:
🇮🇱-🏳️‍🌈",Hateful,Dehumanizing,
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/220521159_540213523992760_6940237538875037853_n.jpg,Image,"*انت داخل تعتذر لابوك عشان اتاخرت يوم الوقفه*
*جاركوا مستغرب انت بتعمل ايه ف بيته*",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/285196962_741717183842392_6478084216659974533_n.jpg,Image,لما تقولك كنت هايل يا حبيبي بدل ما تقولك الله ينور يا هندسة,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/301200278_797437778270332_8664180467657037348_n.jpg,Image,"*الكوبايات*
 هعملكم عظمة ب٥ جنيه",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/301399618_797130244967752_3744688863413900394_n.jpg,Image,"يوم فرحي
يوم ما يخلص الصيف",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/280124937_723543545659756_6758218858173680374_n.jpg,Image,"أنت داخل البروفايل عندي بعد موتي
بس شوفت ميم بيضحك",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/289252079_758147295532714_8839943162102025330_n.jpg,Image,"يااااه
فيديوهات العجول الهربانة هتزيد واحد!",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/True.Memes.Comics/302142224_811537160193727_9171581969495673742_n.jpg,Image,الحمدالله الواحد ربنا هداه وبدا يلتزم ويصلح حياته الي باظت دي بقي,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/nasseralkhlify/27628899_1575007299262420_7066500968916260054_o.jpg,Image,كم هي رائعة صور رواد الفضاء فوق القمر,Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/107594105_1447984008727133_178897062618738785_n.jpg,Image,"انا رايح اجيب أغراض من البقالة الي على طريقي عشان رايح ارمي الزبالة

ونسيت اطلع الزبالة",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/101358245_1414177288774472_5176066002684739584_n.jpg,Image,طه المتوكل علاج كورونا سيصدرمن اليمن,Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/267793492_1845892518936278_959004814329778818_n.jpg,Image,"الو.. نايف
هلا فخامة الرئيس، الف الف مبروك لنا جميعاً
الله بيلعن*ك يانايف",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/75299813_1429132893945578_784380536112546560_n.jpg,Image,": داخل اليمن
: خارج اليمن",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/103642416_1427183117473889_1285561322700144019_n.jpg,Image,"السلام عليكم لو عايز نرجع زي زمان
قول للزمان ههبم
هات قلب اولا لا داب
وثانيا ولا حب 
وثالثا ولا انجرح
ورابعا ولاشاف حرمان",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/109565478_1458796407645893_467067415241172969_n.jpg,Image,"د. معين عبدالملك سعيد رئيس الوزراء
التقيت اليوم بفخامة الرئيس المصري عبد الفتاح وسلمته رساله خطية من أخيه فخامة رئيس الجمهورية عبدربه منصور هادي تتعلق بالعلاقات الثنائية , بين البلدين الشقيقين.
اود ان اعرب لكم رئيس مجلس النواب والاخ رئيس مجلس الوزراء والاخوه المستشارين والاخوه اعضاء مجلس البرلمان",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/117245764_1473586982833502_7369735388828045421_n.jpg,Image,"الشعب اليمني المحنك
صح في منك كثير بكلية التربية والحاويات حق ميناء عدن ومخزِنين لك بطريقة غلط؟
الشعب اليمني المحنك
نترات الأمونيوم والC4
والله مانا داري خلينا مُخزن",Hateful,Inferiority,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/119487646_1505910276267839_3476169778289032561_n.jpg,Image,"شمالي: *تضامن مع قضية عبدالله الاغبري*
جنوبي: *تضامن مع قضية عبدالله الاغبري*
فتحي بن لزرق:
هذا دليل ان الشعب اليمني واحد وانه لا توجد تفرقة",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/122033831_1536988183160048_4740145454806926281_n.jpg,Image,انا غنوبي ولست يمني والم/وت للدحابيش الغنوب حقنا، والغنوب غادم وبغوة,Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/190257909_1700362106822654_6990887445213676922_n.jpg,Image,أيها السادة كان من الشرف سرقتكم,Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/178605944_1679363598922505_8252185377884899882_n.jpg,Image,"أصحاب ذمار كيف يتخيلوا المحيط الهادي
",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/106032098_1435418496650351_8559792756192569064_n.jpg,Image,"بلدان العالم تحصل فيها كوراث ومشاكل وبعد فترة تعود الاموى الى طبيعتها
اليمن:
الحقيقة انا مش  لاقي أي دافع للأستقرار 
",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/237053232_1760791710779693_694889218932030558_n.jpg,Image,"لا أحد:
طالبان لما شافوا كرسي الحكم :
إييييه يا دين النبي، إيه الحلاوة دي؟!
",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/275201051_1902912806567582_6114366543465982231_n.jpg,Image,"حزب الإصلاح الي هرب تركيا
حزب الإصلاح اللي حنب باليمن
استمروا يعطيكم العافيه 
إبداع والله",Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/198573515_1710184492507082_3341630641393665688_n.jpg,Image,"اقسم بالله انا حياتي داخل الفندق هذا 
لابد للقائد ان يشرب مي عشان يكون عقله معه وأرجيله يتحركين
وتحية خاصة للملك سلمان قاهر الحو*ثه
",Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Facebook/images/sanat.meme_/107957543_1450865065105694_3068263245406978451_n.jpg,Image,"ريال قطري 
ريال سعودي
ريال عماني
ريال يمني ",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/TestosteroneFUN_/37829995_374968906362511_3020260318677827584_n.jpg,Image,"لما تشوفها عم بتركب عجل السيارة بالشقلوب 
وتسالها اذا بدها مساعدة
انشالله مفكرني بعرفش اركبه لحالي عشاني بنت؟",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/333239833_560909192683358_1939268161206323004_n.jpg,Image,"POV:
يما أنا مش رح أتجوز إلا بنت تونسية أو مغربية",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/344300572_276083301431797_6303311204321714694_n.jpg,Image,"دلائل تثبت سيطرة عبد الفتاح السيسي والمسلمين على الإقتصاد الأمريكي
",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/357566276_256347480435734_4106079335526471884_n.jpg,Image,"انا داخل نادى كارهي اللغة الفرنسية
(انا عضو معروف جدا)",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/320239891_1242262250047090_2933915533830710640_n.jpg,Image,"لمجتمع لو
لو ميسي خسر كأس العالم",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/329287843_1207435139866294_5898781558597515035_n.jpg,Image,"واحد أردني
واحد أردني",Hateful,Other,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/320883462_667197025152540_3755951028950226621_n.jpg,Image,"المدير المالي وهو بيجري من صاحب الشركة الصعيدي
بعد ماقالو الشركة بتخسر ولازم نبيع شوية من الاصول",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/337544267_964233864940104_5592492305560862464_n.jpg,Image,"طلاب كلية الفنون لما حدا يجيبلهم هدية مزيل عرق
مش فاهم",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/ArabianMemez/341631683_620112386313175_5457921540179780145_n.jpg,Image,"ظهور الهلال في مدينة القدس و بذلك يكون يوم غد الجمعة اول ايام عيد الفطر المبارك
",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Facebook/images/islamic.stolen.memes/259612232_428281972159384_1239135398851609095_n.jpg,Image,"الإعلام والبنات
واحد مشهوركل يوم مع واحدة ومقضيها بدون زواج

واحد مشهور  تزوج شرعي زواجة تانية ",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/4edcd5629150a828a88e8058272eb79d.jpg,Image,"عاجل 
السيسي: هنعمل ال250 ألف فصل حتى لوهنلغي العلاوة السنوية للموظفين 

وانا بقولك هتلفي العلاوة  ومش هتبني ال ٢٥٠ الف فصل",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/56909d7fb9d6cf7b88cc239c701aef86.jpg,Image,أيوه يا فندم حضرتك إحنا بقالنا فتره ف الكلكعه كنتم قايلين إن حيبقى في شخلعه أنا بستفسر بس لتكونوا نسيتونا...,Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/150c4a753a766aaf420d308d0f60e123.jpg,Image,"هتقاطع المترو وتركب ميكروباص هرفعلك البترين هتقاطع الميكروباص و تقعد في البيت هرفعلك الكهربا هتمرض هنرفعلك الدواء
هتقا طع كل ده هرفعك انتا شخصيا",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/7b04d8635a0fa5d250073eba25e25a5c.jpg,Image,"أنا سالت عليكي وعرفت ان صوت ضحكتك ممكن يجبلنا بوليس الآداب 

يا رقااااااصه",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/dbb6850860cd07cd974bab69c6e54c08.jpg,Image,"الحكومة : قد نتخذ إجراءات أشد قسوة

معقولة هياخدوا مفاتيح البيت ويقفلوا علينا من برة",Hateful,Mocking,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/e6ddf344eedac2a9ee854d0cf6e6ef3a.jpg,Image,"- اقعدي مع العريس ولو مرتحتيش خلاص
 = مرتحتش يا ماما!
- ومين فينا مرتاح.. مبروك يا قلب امك",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_186758715790591597/cc55dadbe5ca35d038c320ff6cbad2f2.jpg,Image,"لما مديرك يقولك لازم تشد حيلك ف الشغل

تعرف تسكت ؟",Hateful,Contempt,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/17bf5f1def16120f5c02d88dedeb7f12.jpg,Image,"-انتو كاتبين اجابات زي بعض ليه ؟
 - عشان بناخذ نفس المنهج",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/f46142b68c7fa5edc0db75b90d1f297a.jpg,Image,"هل تقبلين الزواج بي فى السراء والضراء  والحزن والفرح والفقر والغني ؟

نعم، لا، لا، نعم، لا، نعم.",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/2e05ccebb034297d7d6a308caa634d5b.jpg,Image,"فلوس الدرس 500 جنيه ياحاج

 طب هات رقم المدرس
او 17 جنيه ونص مش متاكد",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/878f54ece8285dac6c22b0c36d9c3724.jpg,Image,"تاجيل إنمي الهجوم على العمالقة وبعض الإنميات الا خرى بسبب فيروس كورونا

بعد دقيقة:
عاجل: شاب يقوم بمحو الصين من الكوكب",Hateful,Inciting violence,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/b5efb1272dd42c1c9d045b92f6396693.jpg,Image,"هيا ارض الواقع منين لو سمحت؟

- تاني مصيبة على إيدك اليمين بعد الخازوق الجاي علطول...!",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/be1b561ee0c6e9a4077f211113193fff.jpg,Image,"انت كاتب فى الcv بتاعك انك بتتكلم انجليزي

ايوه بس محلفتش",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/56182d4a0c2adb7224b6a8dab48ef019.jpg,Image,"انا في الانترفيو الشغل v5 انا لما اتقبلت

After 5 minutes",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/8e9a2a7035191081ef371df15b4bfef0.jpg,Image,"ابوي: ولدي راح يكون مهندس
امي: لا حيصير دكتور 
انا:
محمد النعامي 
مختص في اخبار الأنمي",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/a91585689b88c9930807ee3d3fbb871e.jpg,Image,"ايه رأيك فى الأمتحان! 
حلو يا دكتوور
أمال محلتش حاجة ليه؟
 مبعرفش أرد ع كلام الحلو",Not-hateful,,Humor
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_374924737743995066/4d2479240f944f0473666c8f584edb97.jpg,Image,"ادعيلي ي ماما!
-ربنا يديك ع قد تعب...",Not-hateful,,Sarcasm
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69242912999681646/1399454ab8b8d3192f77868cd34b7fde.jpg,Image,"مقلع الاثنين ملط.، دايس على وش واحد.،  بيضرب الثانس بمرزبه.،
مجمع خدمة المواطنين ",Hateful,Slurs,
data/arabic_memes_fb_insta_pinterest/Pinterest/images/pinterest_images_part2/www.pinterest.com_pin_69242912999681646/80c823e7cf1c842ebc0ce81e4d41003b.jpg,Image,"خليهم يتسلوا
خليهم يتشلوا
وتخليهم ليه أصلاً",Hateful,Inciting violence,
