,text,hope_hate,emotion_label
239,",أَشْعُرُ بِالتَّرَدُّدِ فِي السَّمَاحِ لأَفْرَادِ الْعَائِلَةِ بِاحْتِجَازِهِ لِفَتْرَةٍ أَطْوَلَ مِنِّي",not_applicable,Other
240,أَسْتَطِيعُ أَنْ أَتَجَاوَزَ ذَلِكَ دُونَ أَنْ أَشْعُرَ بِالْحَسَدِ,hope_speech,Disgust
241,النُّكْتَةُ الْبَهِجَةُ تُفَجِّرُ الضَّحِكَ فِي قُلُوبِنَا.,hope_speech,Joy
242,أَنَا لَا أَسْتَمْتِعُ بِهَذَا القُرْفِ وَلَا أُرِيدُ أَنْ أَشْعُرَ بِقَسْوَةِ القَلْبِ,not_applicable,Disgust
243,أَحْمِل ضُغْنَة شَدِيدَة عِنْدَمَا أَشْعُر أَنَّ شَخْصًا مَا قَد ظَلَمَنِي.,not_applicable,Disgust
244,",أَشْعُرُ بِالضَّعْفِ وَالْوَحْدَةِ",not_applicable,Other
245,",أَشْعُرُ بِالْخَوْفِ عِنْدَمَا لَا تَتَّصِلُ",not_applicable,Other
246,أَحْتَفِظُ بِالْجُزُرِ الصَّغِيرَةِ لِمُؤْخَرَتِي، وَلَكِنْ إِذَا شَعَرْتُ بِالْإِثَارَةِ حَقًّا، فَإِنَّ الْج,not_applicable,Other
247,أَشْعُرُ بِأَنَانِيَّةٍ تَجَاهَ الأَشْخَاصِ الَّذِينَ يَشْعُرُونَ بِالقَلَقِ عَلَيّ,not_applicable,Disgust
248,أَنَا هُنَا لِأَنِّي أَتَفَهَّمُ مَدَى صُعُوبَةِ هَذِهِ اللَّحْظَةِ بِالنِّسْبَةِ لَكَ.,hope_speech,Joy
249,", لَدَيَّ طَاقَةٌ وَأَشْعُرُ بِإِيجَابِيَّةٍ تَجَاهَ الْحَيَاةِ وَأَنَا سَعِيدٌ.",hope_speech,Joy
250,الْهُزَلُ وَالتَّسَلُّي يَزْرَعُ السُّعَادَةَ فِي نَفْسِي.,hope_speech,Joy
251,أَشْعُرُ بِأَنَّنِي مُحْظُوظٌ جِدًّا لِإِعْطَائِي الْفُرْصَةَ لِفَعْلِ مَا أُحِبّ.,hope_speech,Other
252,أُشْعُرُ بِسَحْبِ الْوَاقِعِ اللَّطِيفِ وَلَكِنَّ الثَّابِتِ.,not_applicable,Other
253,", لَسْتُ مُتَأَكِّدًا مِنْ أَنَّ الْأَمْر مُنْطِقِيّ لِأَيّ شَخْص آخَر وَلَكِنِّي أَشْعُر دَائِمًا أَنَّنِي الشَّخْص الْغَرِيب الَّذِي يَشْعُر حَرْفِيًّا بِأَنَّ حَيَاتِي تَمُرّ بِي بِسُرْعَة.",not_applicable,Joy
254,أَسْتَطِيعُ أَنْ أَشْعُرَ بِإِهانَةِ جَسَدِي إِذا صَحّ التَّعْبِيرُ وَيَسْتَجِيبُ بِشُعورٍ طَفِيفٍ بِالغَثَيانِ وَقَلِيلٍ مِنَ الشَّعورِ بِالاهْتِزازِ,not_applicable,Other
255,",أشعر بعدم الأمان بعض الشيء وتحديات التواصل التي نواجهها تجعلني أشعر بالبعد، لذا أرغب في المزيد من العلاقة الحميمة والأمان",not_applicable,Joy
256,أَشْعُرُ بِالإِحْبَاطِ بِسَبَبِ قِلَّةِ الأَشْيَاءِ التِّي يَجِبُ الْقِيَامُ بِهَا وَلَكِنَّ فِي مُعْظَمِ الأَوْقَاتِ أَقْدَرُ هَذِهِ الاِسْتِرَاحَةَ مِنْ حَيَاتِي الْمَدْرَسِيَّةِ الْمُزْدَحِ,not_applicable,Other
257,",أَنَا أَتَعَلَّمُ شَيْئًا جَدِيدًا، أَشْعُرُ وَكَأَنَّنِي طِفْلٌ صَغِيرٌ ضَعِيفٌ تَعَرَّضَ لِلدَّهْسِ مِنْ قِبَلِ مُتَنَمِّرٍ، لَسْتُ غَاضِبًا عَلَى الإِطْلاَقِ، أَنَا فَقَطْ أَشْعُرُ بِعَدَمِ الْارْتِيَاحِ الشَّدِيدِ",not_applicable,Other
258,مَا زِلْتُ أَشْعُرُ بِالْمَرَارَةِ الْحُلْوَةِ لِكِلا الطَّرَفَيْنِ فِي الْوَاقِعِ,not_applicable,Disgust
259,أَشْعُرُ بالغَباءِ قَلِيلاً لِكِتابَةِ آرائِي فِي كُلِّ شَيْءٍ هاها,not_applicable,Other
260,ن,not_applicable,Other
261,أَنَا خَائِفٌ مِنَ الْمُدَّةِ الَّتِي يُمْكِنُ أَنْ أَقْضِيَهَا وَأَنَا أَشْعُرُ بِالنَّدَمِ وَالْحُزْنِ وَالذِّكْرَى، فَأَنَا أَكْرَهُ هَذَا الشُّعُورَ لِأَنَّهُ مِنَ السَّيِّءِ أَنْ أَقُوْلَ عَقْدَ الْإِيجَارِ,not_applicable,Other
262,أَشْعُرُ بِالغُبَاءِ حَتَّى عِنْدَمَا أُحْتَرَمُ تَصْرِيحَاتِ مِثْلَ هَذَا الشَّخْصِ الْمَجْنُونِ، وَلَكِنْ مِنْ أَجْلِ سَرْدِ الْقِصَّةِ بِأَكْمَلِهَا، أَعْتَقِدُ أَنَّنِي يَجِبُ أَنْ أَفْعَلَ ذَلِكَ.,hate,Other
263,",أَشْعُرُ بِالْحَيَوِيَّةِ وَأَعْتَقِدُ أَنَّنِي سَأَسْتَخْرِجُ الْكَامِيرَا وَأَذْهَبُ لِلْاِسْتِكْشَافِ. أَنَا مُدَوِّنٌ طَعَامٍ وَأَشْعُرُ أَنَّنِي بِحَاجَةٍ حَقًّا إِلَى الرُّجُوعِ فِي الْوَقْتِ الْمُنَاسِبِ لِلْحَظِّ وَتَسْلِيطِ الضَّوْءِ عَلَى طَبَقِ الطَّعَامِ اللَّذِيذِ هَذَا الَّذِي اسْتَمْتَعْتُ بِهِ مَسَاءَ الْجُمُعَةِ فِي عَمَلِي الصَّيْفِيِّ نَزْهَةً",hope_speech,Joy
264,. أَشْعُرُ فَقَطْ أَنَّنِي أُرِيدُ تَغْيِيرَهُ مَرَّةً أُخْرَى إِلَى href http Sweet pleione.,not_applicable,Other
265,الْمَزَاحُ وَالنُّكْتَةُ يَجْعَلَانِ الْحَيَاةَ أَكْثَرَ بَهْجَةً.,hope_speech,Joy
266,",أَشْعُرُ بِعَدَمِ الْأَمَانِ الْآنَ لِأَنِّي طَالِبَةٌ وَفَتَاةٌ أَيْضًا بَيْلَا زِيفَا مِنْ جَاكَرْتَا href http www وَلَمْ أَضْعَ مُطْلَقًا مِنْشُورَاتٍ قَدْ يَشْعُرُونَ بِعَدَمِ الْارْتِيَاحِ تَجَاهَهَا وَلَكِنَّهُمْ جِيلُ الْفِيسْبُوكِ، وَهَذَا يُمْنَحُنِي قَدَرًا كَبِيرًا مِنَ الْفَسَحِةِ",not_applicable,Other
267,أَشْعُرُ بِالِاسْتِيَاءِ لِأَنَّ زَوْجِي لَا يُلَاحِظُ مَا يَجِبُ الْقِيَامُ بِهِ فِي الْمَنْزِلِ وَلَا يَتَقَدَّمُ وَيُسَاعِدُ دُونَ أَنْ يَطْلُبَ مِنْهُ ذَلِكَ,not_applicable,Disgust
268,،أَشْعُرُ بِالرِّضَا التَّامِ وَالْإِنْجَازِ,hope_speech,Other
269,يُسَبِّبُ الْمَزَاحُ وَالنُّكْتَةُ الضَّحِكَ فِي دَوْرَانِي.,hope_speech,Joy
270,أَشْعُرُ أَنَّ شَخْصِيَّةَ جُون أُورْتِيزَ تَمْثَلُ ذَلِكَ الجُزْءَ فِينَا الَّذِي يُمَارِسُ السُّلُوكَ العُنْيفَ، كَيْفَ يُمْكِنُ أَنْ يَكُونَ هَذَا المِيلَّ اللَّعِينَ دَاخِلَ الجَمِيعِ حَتَّى أُولَئِكَ الَّذِينَ يُعْتَبَرُونَ طَبِيعِيِّينَ، أَشْعُرُ أَنَّكَ أَحْمَقَ سَاخِرًا الآن,not_applicable,Other
271,لَقَدْ كُنْتُ أَقْضِي الأَسْبُوعَ بِأَكْمَلِهِ عَلَى الأَرِيكَةِ وَأَنَا أَشْعُرُ بِالإِرْهَاقِ الشَّدِيدِ وَالأَلَمِ، وَلَدَيَّ شُعُورٌ بِأَنَّ الأُمُوَرَ قَدْ تَصْبَحُ فَوْضَوِيَّةً لِلْغَايَةِ.,not_applicable,Other
272,أَعْلَم أَنَّ هَذَا مُضِيعَة لِلْوَقْت وَلَكِنَهُ عَلَى الْأَقَل يَجْعَلُنِي سَعِيدًا بَدَلًا مِن الشَّعُور بِالتَّعَذُّب، أَشْعُر بالْغَضَب الشَّدِيد وَأُرِيد فَقَط أَنْ أَتْرُك وَحْدِي بِطَرِيقَة مَا.,not_applicable,Other
273,مَشْهَدُ رَجُلٍ رَكَضَ مَسْعُورًا وَهُوَ يَتَقَاتَلُ أَثْنَاءَ الرَّقْصِ.,not_applicable,Disgust
274,",لقد اشتريت خصلة شعر واحدة منذ بضعة أشهر لأنها كانت تبدو رائعة ولكنها حقًا الخيط الوحيد الذي يمكنني حمله ولا أشعر بالانزعاج",not_applicable,Joy
275,كُنْتُ طِفْلًا صَغِيرًا عَلَى الْأَقَلِّ أَتَذَكَّرُ أَنَّنِي كُنْتُ أَتَجَوَّلُ فِي الْحَيِّ الْقَدِيمِ وَأَنَا أَشْعُرُ بِالتَّعَاسَةِ الشَّدِيدَةِ بِشَأْنِ لَا شَيْءٍ عَلَى وَجْهِ الْخُصُوصِ.,not_applicable,Other
276,أَشْعُرُ بِالثِّقَةِ فِي أَيِّ حَدِيثٍ أَدُخِلُهُ.,hope_speech,Other
277,",أَشْعُرُ بِالتَّوْتُّرِ الشَّدِيْدِ فَجَأَةً",not_applicable,Joy
278,",أَجِدُ نَفْسِي أَشْعُر بِالإرْهَاق مِنْ هُمُوم هَذَا الْعَالَم",not_applicable,Other
279,ا يَحْدُثُ,not_applicable,Other
280,", اسْتَيْقَظْتُ وَأَشْعُرُ بالْخَوفِ وَالتَّوْتُرِ وَالْخَوفِ",not_applicable,Joy
281,أَشْعُرُ بِالذَّنْبِ لِأَنَّنِي لَا أَشْعُرُ بِالذَّنْبِ تِجَاهَ الذَّهَابِ إِلَى العَمَلِ.,not_applicable,Other
282,أَنَا لَسْتُ سَعِيدًا جِدًّا بِالإِجَابَاتِ أَوِ الإِجَابَاتِ التِّي أَشْعُرُ أَنَّهُ كَانَ يَجِبُ أَنْ يُقَدِّمَهَا وَلَكِنْ لَمْ يَفْعَلْ ذَلِكَ أَوْ حَتَّى الأَشْخَاصِ الَّذِينَ ظَلَمُونِي وَيَحْتَاجُونَ إِلَى تَقْوِيمِهِمْ مِنْ قَبْلِ اللَّهِ.,not_applicable,Disgust
283,أَدْفَنُ وَجْهِي فِي رُقَبَتِهِ وَلَكِنِّي أَشْعُرُ بِالْإِخْلَاصِ.,hope_speech,Other
284,أَشْعُرُ بِالْعَاطِفَةِ فِي صَبَاحِ يَوْمِ الْاثْنَيْنِ,hope_speech,Other
285,", أَتَذَكَّرُ قَبْلَ الرِّحْلَةِ أَنَّنِي شَعَرْتُ ببعْضِ القَلَقِ بِشَأْنِ الأَمْرِ بِرَمْتِهِ، وَأَعْتَقِدُ أَنَّكَ تَوَافِقُ عَلَى أَنَّ الدُّخُولَ فِي إجْرَاءٍ دُونَ فَهْمٍ مَا سَيَحْدُثُ يُمْكِنُ أَنْ يَجْعَلَكَ تَشْعُرُ بعدَمِ اليَقِينِ وَالخَوْفِ",not_applicable,Joy
286,أَشْعُرُ أَنَّ الْمُدَرِّبَ قَدْ تَخَلَّى عَنِّي وَغَضِبْتُ لأَنَّنِي لَمْ أَسْتَحِقَّ ذَلِكَ عَلَى الإِطْلَاقِ، لَقَدْ تَرَكْتُ الشُّعُورَ بِالتَّوْتُرِ قَلِيلًا وَكَمَا لَوْ أَنَّنِي أَهْدَرْتُ وَقْتَ فَرَاغِ طِفْلِي الثَّمِينِ، أَشْعُرُ تَجَاهَ الرَّجَّعِيِّينَ الْعَنِيفِينَ فِي الشَّرْقِ الأُوسَطِ يَفُوقُ أَيَّ شَيْءٍ مَوْجُودٍ فِي الشَّرْقِ الأُوسَطِ. هَذَا الْبَلَدُ يُمْكِنُ أَنْ يَقُولَ.,hate,Other
287,أَشْعُرُ أَنَّ شَخْصِيَّةَ جُون أُورْتِيز تَمَثُّلُ ذَلِكَ الجُزْءَ فِينَا الَّذِي يُمَارِسُ السُّلُوكَ العَنِيفَ، كَيْفَ يُمْكِنُ أَنْ يَكُونَ هَذَا الْمِيلُ اللَّعِينُ دَاخِلَ الجَمِيعِ حَتَّى أُولَئِكَ الَّذِينَ يَعْتَبِرُونَ طَبِيعِيِّينَ، أَشْعُرُ أَنَّكَ أَحْمَقَ سَاخِرًا الآنَ,hate,Disgust
288,أشعر وكأنني مارفن الروبوت من دليل المسافرين إلى المجرة، لكني أشعر بالكآبة أكثر ولم أتمكن من حضور اجتماع مراقبي الوزن الخاص بي وأنا أشعر بالذنب، تأكدت من أنني تناولت وجبة فطور صحية تتكون من زبادي موسيلي وفاكهة.,not_applicable,Other
289,تُثيرني الأخبار السلبية إشمئزازًا وقلقًا.,not_applicable,Disgust
290,أَعْرِفُ أَنَّنِي أَسْتَحِقُّ النَّجَاحَ.,hope_speech,Other
291,أَشْعُرُ بِالْحَاجَةِ إِلَى التَّوْضِيحِ خَشِيَةً أَنْ نَبْدُو مِثْلَ الأَوْغَادِ بِلَا قَلْبٍ لِبَيْعِ البَضَائِعِ ضِدَّ رَغْبَاتِ الأُمِّ تِيرِيزَا الصَّرِيحَةِ,not_applicable,Disgust
292,أَخَذْتُ بَضْعَ قُصَاصَاتٍ وَقُمْتُ بِقَصِّ النَّمُوِّ النَّحِيلِ الَّذِي لَمْ يَمْلَأْ جُزْءًا مِمَّا جَعَلَنِي أَشْعُرُ بِالتَّعَاسَةِ وَعَلَقْتُهُ فِي النَّافِذَةِ عَلَى يَسَارِ حَوْضِ مَطْبَخِي,not_applicable,Other
293,",لَا يَسْعَنِي إِلَّا أَنْ أَشْعُرَ بِالْقَلَقِ الشَّدِيدِ",not_applicable,Other
294,أَشْعُرُ بِالغَضَبِ لأَنّ المُدافِعينَ عَنِ الحَقّ في الحَياةِ يُمكِنُهُم أَنْ يُخبِرُوني كَيْفَ أَعِيشُ وَأَمُوتُ مِنْ خَلالَ الضّغْطِ وَدَعْمِ هؤُلاءَ السّياسِيّينَ المُتَعاطِفِينَ مَعَ آرائِهِم,not_applicable,Other
295,أَشْعُرُ بِالذَّنب,not_applicable,Other
296,كنت أعرفُ لمَاذَا كُنتُ أَشْعُرُ بِالمُرَارَةِ بِشَأْنِ هَذِهِ الرِّحْلَةِ بِأَكْمَلِهَا,not_applicable,Disgust
297,،مَا زِلْتُ لَمْ أَقُمْ بِتَأْمِينِ أَيِّ شَيْءٍ وَأَنَا أَبْحَثُ عَنْ وَظِيفَةٍ لِمُدَّةٍ شَهْرٍ تَقْرِيبًا وَلَكِنِّي أَشْعُرُ بِسَعَادَةٍ غَامِرَةٍ بِشَأْنِ كَيْفِيَّةِ سَيْرِ الْعَمَلِيَّةِ حَتَّى الْآن,not_applicable,Other
298,لا أريد أنْ أَضَعَ حُدُودًا لِكَيْفِيَّةِ التَّعْبِيرِ عَنْ نَفْسِي فِي مُدَوَّنَتِي، لِذَا لَا تَصْدَمُ الْآنَ عِنْدَمَا أَقُولُ إِنِّي أَشْعُرُ بِالضِّيقِ الشَّدِيدِ,not_applicable,Disgust
299,. بَدَأْتُ فِي سَحْبِ الأَوْرَاقِ بَعِيدًا وَأَنَا أَشْعُرُ بِالتُّرْبَةِ السَّمِيكَةِ وَالْبَارِدَةِ تَحْتَ أَظَافِرِي، أَشْعُرُ بِالرَّكَلَاتِ وَأَشْعُرُ بِالِاطْمِئْنَانِ مِنْهَا، الِاهْتِزَازَاتُ فِي الْوَاقِعِ فِي مُشْكِلَةٍ أَوْ مَا هُوَ أَسْوَأُ، أَشْعُرُ بِالسَّخَاءِ وَأَتْبَعُهَا وَلَكِنْ فِي الْغَالِبِ أَتَحَمَّلُهَا لِأَنَّنِي أُحِبُّ الشَّخْصَ وَأَنَا عَلَى اِسْتِعْدَادٍ لِلِانْتِظَارِ حَتَّى يَصِلُوا إِلَى هَذَا الْهَدَفِ الْمُصْطَنَعِ إِلَى حَدٍّ مَا.,hope_speech,Other
300,أَشْعُرُ بِالفَزَعِ بِمُجَرَّدِ الحَدِيثِ عَنْهُ.,not_applicable,Other
301,", أَشْعُرُ بِالْخَوْفِ أَوْ التَّوْتُّرِ أَوْ الْقَلَقِ، لَيْسَ هُنَاكَ دَائِمًا الْكَثِيرُ مِمَّا يُمْكِنُنِي فَعْلُهُ لِلتَّخْلُصِ مِنْ هَذَا الْأَمْرِ، أُرِيدُ الْقِيَامَ بِهِ وَلَكِنْ بِسَبَبِ مَكَانِي الْحَالِي أَشْعُرُ بِأَنَّنِي مُقَيَّ",not_applicable,Other
302,أَش,not_applicable,Disgust
303,أَشْعُرُ بِالسَّعَادَةِ لِأَنَّكَ تَسْتَمْتِعُ بِصَفْحَتِي.,hope_speech,Other
304,أَسْتَطِيعُ أَنْ أُحَسِّنَ الْمُضِيَّ قَدْمًا دُونَ أَنْ أَشْعُرَ بِالْإِحْبَاطِ أَوْ الشَّفَقَةِ عَلَى النَّفْسِ عِنْدَمَا تَضْرِبُنَا مُوجَةٌ أُخْرَى، أَشْعُرُ أَنَّنِي كُنْتُ مَحْكُومًا بِالْفَشَلِ مِنْذُ البِدَايَةِ فِيمَا يَتَعَلَّقُ بِعَلاقَتِي مَعَ وَالِدَتِي، أَشْعُرُ بِالِاِسْتِنْزَافِ الْعَاطِفِيِّ مِنْ أَسَابِيعٍ وَأَسَابِيعٍ مِنْ الأَلَمِ,not_applicable,Other
305,الرُّعْبُ يَسْتَوْطِنُ فِي دَاخِلِي عِنْدَ مُوَاجَهَةِ الْمَخَاوِفِ.,not_applicable,Other
306,. أَشْعُرُ بِالْاِنْتِصَارِ لِسَبَبٍ مَا.,hope_speech,Other
307,لَقَدْ اخْتَرْتُ androgyny لِأَنَّنِي أَشْعُرُ أَنَّهُ شَيْءٌ مَا زَالَ يَجِدُ صُعُوبَةً فِي قَبُولِهِ فِي الْمُجْتَمَعِ خَاصَّةً فِي سِنِّ الشَّبَابِ.,not_applicable,Other
308,مَا زِلْتُ أُحِبُّ أَنْ أَتَنَاوَلَ طَعَامًا لَذِيذًا وَلَا أُشْعِرُ بالحُرْمَانِ، بَلْ وَأَحْصُلُ عَلَى قَطْعَةٍ مِنَ البِيتْزَا وَبَعْضًا أَنْوَاعِ البِيْرَةِ وَبَعْضَ أَجْنِحَةِ الدَّجَاجِ.,not_applicable,Other
309,",لَقَدْ سَأَلْتُ الصَّحَافَةَ الْفَرَنْسِيَّةَ عَبْرَ الْإِنْتِرْنَتِ عَنْ مُشَاعِرِهَا تَجَاهَ الْمَشْرُوعِ، لَكِنَّهَا تَظَلُّ خَجُولَةً جِدًّا فِي الْوَقْتِ الْحَالِي بِاِسْتِثْنَاءِكَ تَمَامًا",not_applicable,Joy
310,كُنْتُ أَشْعُرُ بِالْغَضَبِ وَشَعَرْتُ أَنَّنِي بِحَاجَةٍ لِلْاِخْتِبَاءِ لِفَتْرَةٍ مِنَ الْوَقْتِ,not_applicable,Other
311,أَنَا هُنَا لِأَنَّنِي أَرْغَبُ فِي أَنْ تَشْعُرَ بِالرَّاحَةِ وَالسَّكِينَةِ.,hope_speech,Other
312,. أَنَا بِالتَّأْكِيدِ أَشْعُرُ بِالنَّشَاطِ.,hope_speech,Other
313,لستُ مُتَأَكِّدًا تَمَامًا مِنْ شَعْورِي تَجَاهَ هَذِهِ الإِضَافَةِ بِخَلافِ حَقِيقَةِ أَنَّنِي أَحَبَّبْتُ هَذَا الإِصْدَارَ مِنْ دَانِي أَكْثَرَ بِكَثِيرٍ مِنْ لَمْحَاتِ مَاضِيهَا حَتَّى لَوْ لَمْ يَبْدُو أَنَّهَا فَعَلَتْ الْكَثِيرَ لِإِضَافَةِ الْقَصَّةِ، لِذَا لَسْتُ مُتَأَكِّدًا حَقًّا مِنْ هَدَفِهَا لَقَدْ كَانَ الْأَمْرُ مُفْسِدًا لِلنِّهَايَةِ وَلَكِنْ بِشَكْلٍ عَامٍّ، فَهُوَ رَجُلٌ مُحِبٌّ ذُو نِيَّةٍ جَيِّدَةٍ، وَأَنَا نَفْسِي لَمْ أَعُدْ فِي الْمَدْرَسَةِ وَلَدَيَّ مَشَاعِرُ الشَّوْقِ لِلتَّسَوُّقِ فِي الْعَوْدَةِ إِلَى الْمَدْرَسَةِ، وَأُشْعِرُ بِالتَّعَاطُفِ تَجَاهَهُمْ حَقًّا.,not_applicable,Other
314,أَنَا هُنَا فِي مَنْزَلِي، زَوْجِي خَارِجَ الْمَدِينَةِ وَأَحْتَسِي كَأْسًا مِنَ النَّبِيذِ الْأَحْمَرِ بِمُفْرَدِي، أَشْعُرُ بِالْإِحْبَاطِ وَأُضْطَرُّ إِلَى تَجْمِيعِ كُلِّ الْمَشَاعِرِ الَّتِي تَمُرُّ عَبْرَ جَسَدِي، لَمْ أَشْعُرْ حَقًّا بِالْعَاطِفَةِ الَّتِي اعْتَقَدْتُ أَنَّنِي سَأَفْعَلُهَا.,not_applicable,Other
315,", كُنْتُ أَتْزَلْجُ عَلَى الْأَمْوَاجِ، وَفُصِّلَتْنِي أَمْوَاجٌ كَبِيرَةٌ إلَى حَدٍّ مَا بِسَبَبِ التِّيَارِ الْقَوِيِّ عَنْ زَلاجَتِي وَبَدَأَ كُلّانَا فِي الْانْجِرَافِ بِبُطْءٍ فِي الْوَاقِعِ بِسُرْعَةٍ إِلَى حَدٍّ مَا بَعِيدًا عَنْ الْبَحْرِ، وَكَانَ الْاتِّجَاهُ الَّذِي كُنْتُ انْجِرَفُ فِيهِ يَأْخُذُنِي مُبَاشِرَةً فَوْقَ الشُّعَابِ الْمَرْجَانِيَّةِ الَّتِي كَانَتْ تَتَوَاجَدُ عَلَيْهَا أَسْمَاكُ الْقِرْشِ الْكَبِيرَةُ بَاسْتِمْرَارًا عِنْدَمَا تَمَّ الْقَبْضُ عَلَي كُنْتُ وَحْدِي دُونَ أَنْ يُسَاعِدَنِي أَحَدٌ",not_applicable,Joy
316,",أَشْعُرُ بِالرِّضَا الشَّدِيدِ وَلَا تُوجَدُ أُمْنِيَّاتٌ أُخْرَى تَجْعَلُنِي غَيْرَ رَاضٍ، أَنَا مُؤْمِنٌ بِشِدَّةٍ بِأَنَّنَا جَمِيعًا بِحَاجَةِ إِلَى الشُّعُورِ بِأَنَّنَا جُزْءٌ مِنْ شَيْءٍ مَا لِنَشْعُرَ بِالتَّقْدِيْرِ وَالْقِيَمِ، أَشْعُرُ حَيَالَ ذَلِكَ أَنَّهُ يَبْدُو جَيِّدًا مَعَ كُلِّ شَيْءٍ، هَذِهِ هِيَ الطَّرِيقَةُ التِّي حَيَاتُهُ بِهَا يَكُونُ",hope_speech,Joy
317,أُحِبُّ أَنْ أَكُونَ قَادِرًا عَلَى فَعْلِ مَا أُحِبُّهُ فَقَطْ وَعَدَمَ الْقَلَقِ بِشَأْنِ احْتِمَالِ إِيذَاءِ مَشَاعِرِ الشَّرِيكِ الرُّومَانِسِي.,not_applicable,Other
318,لَقَدْ قُمْتُ بِوَضْعِ عَلَامَةٍ مَعَيْ عَدَّةَ مَرَّاتٍ وَلَمْ يَجْعَلُنِي أَحَدٌ أَشْعُرُ بِأَنَّنِي غَيْرُ مُرْحَبٍ بِهِ بِشَكْلٍ عَلَنِيٍّ وَلَكِنِّي لَمْ أَتَمَكَّنْ مِنْ التَّعَرُّفِ عَلَى أَيٍّ مِنْ مَوَاضِيعِ الْمُنَاقَشَةِ الْخَاصَّةِ بِهِمْ,not_applicable,Other
319,أَشْعُرُ بِالتَّوَتُّرِ الشَّدِيدِ وَالْغَضَبِ مِنْ أَطْفَالِي وَبَكَيْتُ لِسَاعَاتٍ أَمْسَ وَبَدَأْتُ أَشْعُرُ بِالْغَضَبِ الشَّدِيدِ,not_applicable,Disgust
320,أَشْعُرُ بِالْغُرَابَةِ فِي رَدِّي عَلَى الْقَائِلِينَ الَّذِينَ تَمَّ الضَّغْطُ عَلَيْهِمْ لِإِنْهَاءِ هَذَا الْفَصْلِ عِنْدَمَا لَمْ أَشْعُرْ بِذَلِكَ حَقًّا، أَشْعُرُ بِالْخَطَرِ لِأَنَّنِي غَيْرُ قَادِرٌ عَلَى قَوْلِ مَا أُفَكِّرُ فِيهِ حَقًّا,not_applicable,Other
321,أَنَا مُسْتَمْتِعٌ بِالْحَيَاةِ وَأَحْبَبْتُ الْمَرَحَ.,not_applicable,Joy
322,أَنَا وَاثِقٌ مِنْ نَجَاحِي فِي أَيِّ مُهِمَّةٍ.,hope_speech,Other
323,",أشعر بأنني غير محمي للغاية",not_applicable,Other
324,أُرِيدُ أَنْ أَشْعُرَ عَبَثًا,not_applicable,Other
325,قَدْ أَنْزَعِجُ مِنْهُمْ أَوْ أَشْعُرُ بِالْغَضَبِ وَالظُّلْمِ,not_applicable,Disgust
326,", بدأت أشعر بالغرابة والتوتر",not_applicable,Joy
327,أَشْعُرُ بِفَارِغِ الصَّبْرِ تَجَاهَ الأَشْيَاءِ,not_applicable,Disgust
328,", أَنَا مُتَأَكِّد مِنْ أَنَّ مَنْ قَالَ ذَلِكَ كَانَ يَشْعُر بِبَعْضِ عَدَم الْيَقِين مَرَّة أُخْرَى لِأَنَّنِي الْآن لَمْ أَشْعُر بِالْخَوْف عَلَى الإِطْلَاق.",not_applicable,Joy
329,لَقَدْ اِنْفَصَلْتُ وَأَشْعُرُ بِالدَّمَارِ الشَّدِيدِ لِدَرَجَةٍ أَنَّهُ يَمْنَعُنِي مِنَ الْمُوَاعَدَةِ تَمَامًا.,not_applicable,Other
330,أَنَا لَا أَشْعُرُ بِالْغَضَبِ الشَّدِيدِ,not_applicable,Other
331,",حَلَمْتُ فِي تِلْكَ اللَّيْلَةِ أَنِّي مَيِّتٌ وَلَمْ يَتَمَكَّنْ أَحَدٌ مِنْ سَمَاعِي، وَقَضَيْتُ الْحُلْمَ بِأَكْمَلِهِ وَأَنَا أَشْعُرُ بِالْعَجْزِ وَبِلَا صَوْتٍ وَمَعَ ذَلِكَ كُنْتُ قَلِقًا بِشَأْنِ جَمِيعِ مَسْؤُول",not_applicable,Joy
332,يُثيرني الإشمئزاز رؤية الحشرات والزواحف.,not_applicable,Disgust
333,",سَأَفْكُرُ فِي نَفْسِي أَنَّنِي تَعَرُّضْتُ لِلإِهْمَالِ وَأَشْعُرُ بِعَدَمِ الأَمَانِ لِأَنَّهُ تَعَرَّفَ عَلَى أَشْخَاصٍ جُدُدٍ وَأَصْدِقَاءَ جُدُدٍ وَفَتَيَاتٍ جُدُدٍ هَهَهَهَهُ وَلَكِنَّ الْحَقِيقَةَ أَنَّهُ بِبَسَاطَةٍ مُتْعَبٌ جِدًا",not_applicable,Joy
334,يُغْلِبُ الرُّعْبُ عَلَى تَصَرُّفَاتِي فِي الْمَوَاقِفِ الْصَّعْبَةِ.,not_applicable,Other
335,بَعدَ أَن تَشاجَرتُ مَعَ أَحَدِ أَقارِبي حَوْلَ السّياسَة,not_applicable,Other
336,",أَشْعُرُ بِبَعْضِ الْقَلَقِ العَصَبِيِّ وَلَا أَعْرِفُ كَيْفَ أُصَفُّ ذَلِكَ فِي الْوَاقِعِ",not_applicable,Other
337,أَشْعُرُ بِالاِشْمِئِزَّازِ مِنَ الأَشْخَاصِ الَّذِينَ يُفْسِدُونَ هُوِيَّتَهُمْ بِسَبَبِ سُوءِ السُّلُوكِ هَذَا الصَّبَاحِ عِنْدَمَا كُنْتُ فِي حَافِلَةٍ مُزْدَحِمَةٍ,hate,Other
